time_days,S,E,I,R,D,S_norm,E_norm,I_norm,R_norm,new_cases,total_cases,population
141,243641.7712434983,43530.16379857373,2336992.3248472055,57375835.74011072,0.0,0.004060696187391639,0.0007255027299762289,0.038949872080786756,0.9562639290018453,0.0,60312157.92377001,60000000.0
142,202347.10874764106,35496.15429474727,1800296.9022698402,57961859.83468778,0.0,0.0033724518124606845,0.0005916025715791212,0.030004948371164002,0.9660309972447962,49328.67199969292,60361486.5957697,60000000.0
143,207865.84073015134,34848.32844298313,1754796.7711221995,58002489.05970467,0.0,0.0034644306788358557,0.0005808054740497189,0.029246612852036658,0.9667081509950778,0.0,60361486.5957697,60000000.0
144,224570.07102348286,29387.757231409865,1672352.3219112128,58073689.8498339,0.0,0.0037428345170580474,0.0004897959538568311,0.027872538698520213,0.9678948308305649,0.0,60361486.5957697,60000000.0
145,206930.84358389943,23811.914272418857,1424100.637039088,58345156.605104595,0.0,0.0034488473930649904,0.00039686523787364763,0.02373501061731813,0.9724192767517432,23215.070398569107,60384701.66616827,60000000.0
146,193537.599219923,25356.236829183836,1377965.5142538943,58403140.649697006,0.0,0.003225626653665383,0.00042260394715306395,0.022966091904231573,0.9733856774949501,11848.921807214618,60396550.58797549,60000000.0
147,192063.41582247804,22686.95437922266,1270822.1172215915,58514427.51257671,0.0,0.003201056930374634,0.0003781159063203777,0.02118036862035986,0.9752404585429452,4143.465847402811,60400694.05382289,60000000.0
148,198069.9659139628,19310.188638361215,1171760.5864058349,58610859.25904184,0.0,0.0033011660985660467,0.00032183647730602027,0.019529343106763915,0.976847654317364,0.0,60400694.05382289,60000000.0
149,196827.27188790916,17752.875959522335,1054600.1440713522,58730819.708081216,0.0,0.0032804545314651526,0.0002958812659920389,0.01757666906785587,0.978846995134687,2800.0067048966885,60403494.06052779,60000000.0
150,202398.79609222015,16231.517377439886,1076082.3364102896,58705287.35012005,0.0,0.003373313268203669,0.0002705252896239981,0.017934705606838162,0.9784214558353342,0.0,60403494.06052779,60000000.0
151,187654.23832685265,13115.548669123724,914352.9620503385,58884877.25095368,0.0,0.0031275706387808772,0.00021859247781872874,0.015239216034172309,0.981414620849228,17860.52647367865,60421354.587001465,60000000.0
152,197537.4675038187,14010.457276544832,938851.2256706922,58849600.84954894,0.0,0.0032922911250636453,0.0002335076212757472,0.01564752042784487,0.9808266808258157,0.0,60421354.587001465,60000000.0
153,188955.97009958015,11301.782928869443,774315.9850291662,59025426.26194239,0.0,0.003149266168326336,0.0001883630488144907,0.012905266417152771,0.9837571043657064,11290.171751916409,60432644.75875338,60000000.0
154,188531.06077363266,11205.1948587826,731931.3982976797,59068332.3460699,0.0,0.003142184346227211,0.00018675324764637666,0.012198856638294663,0.9844722057678317,521.497396029532,60433166.25614941,60000000.0
155,186084.2127434002,10120.11697716812,758378.6262840221,59045417.04399541,0.0,0.0031014035457233363,0.00016866861628613534,0.012639643771400368,0.9840902840665902,3531.9259118512273,60436698.18206126,60000000.0
156,203373.26844711622,8661.979508150624,673838.5234221867,59114126.22862255,0.0,0.0033895544741186037,0.00014436632513584372,0.011230642057036446,0.9852354371437091,0.0,60436698.18206126,60000000.0
157,205426.87453247225,8821.774665289351,629177.4308791172,59156573.91992313,0.0,0.003423781242207871,0.00014702957775482252,0.010486290514651954,0.9859428986653854,0.0,60436698.18206126,60000000.0
158,168537.3913122596,7522.003153967564,553601.7181636199,59270338.887370154,0.0,0.0028089565218709935,0.00012536671923279273,0.009226695302726998,0.9878389814561692,38189.25473152846,60474887.43679279,60000000.0
159,194399.3063498338,6927.281213896752,559548.9173307839,59239124.49510548,0.0,0.0032399884391638963,0.0001154546868982792,0.009325815288846398,0.9873187415850914,0.0,60474887.43679279,60000000.0
160,181652.4842814266,6389.479474891956,467275.82242110657,59344682.21382257,0.0,0.003027541404690443,0.0001064913245815326,0.007787930373685109,0.9890780368970429,13284.623807407916,60488172.0606002,60000000.0
161,182935.0648120502,5730.671660254742,449638.17381489713,59361696.08971279,0.0,0.0030489177468675036,9.551119433757903e-05,0.0074939695635816185,0.9893616014952132,0.0,60488172.0606002,60000000.0
162,202339.4386686279,5743.489598282132,428309.5998447607,59363607.471888326,0.0,0.003372323977810465,9.572482663803552e-05,0.007138493330746012,0.9893934578648055,0.0,60488172.0606002,60000000.0
163,189678.15697542668,5276.763301500351,438694.3367270755,59366350.742996,0.0,0.0031613026162571113,8.794605502500585e-05,0.0073115722787845915,0.9894391790499333,13128.007989987731,60501300.06859019,60000000.0
164,208413.77877809113,4905.24492903157,383871.9285752956,59402809.047717586,0.0,0.0034735629796348523,8.175408215052616e-05,0.006397865476254927,0.9900468174619598,0.0,60501300.06859019,60000000.0
165,181408.81552823546,4194.582006563442,302037.92111622926,59512358.68134897,0.0,0.0030234802588039243,6.990970010939069e-05,0.005033965351937154,0.9918726446891495,27715.626172326505,60529015.69476251,60000000.0
166,203000.4261956164,3897.4782168608717,311286.79469530995,59481815.30089221,0.0,0.0033833404365936066,6.495797028101453e-05,0.005188113244921832,0.9913635883482035,0.0,60529015.69476251,60000000.0
167,183386.32321363772,3100.4064525824706,271434.4561747032,59542078.81415907,0.0,0.003056438720227295,5.167344087637451e-05,0.00452390760291172,0.9923679802359846,20411.174746252596,60549426.869508766,60000000.0
168,200187.5869731705,3595.914782904399,308684.62601576245,59487531.87222816,0.0,0.0033364597828861747,5.993191304840665e-05,0.005144743766929374,0.991458864537136,0.0,60549426.869508766,60000000.0
169,161036.8555685632,2816.935751367887,223388.87413131373,59612757.33454876,0.0,0.0026839475928093865,4.694892918946478e-05,0.003723147902188562,0.9935459555758126,39929.71043615043,60589356.579944916,60000000.0
170,171206.42493391474,2863.1922913729745,240349.4774448021,59585580.90532991,0.0,0.0028534404155652455,4.771987152288291e-05,0.004005824624080035,0.9930930150888319,0.0,60589356.579944916,60000000.0
171,174281.5365238568,2839.707378931565,201321.81513464646,59621556.94096256,0.0,0.0029046922753976135,4.732845631552608e-05,0.003355363585577441,0.9936926156827094,0.0,60589356.579944916,60000000.0
172,184768.45298723338,2605.065132551604,207651.209160311,59604975.272719905,0.0,0.0030794742164538895,4.3417752209193406e-05,0.0034608534860051834,0.9934162545453318,0.0,60589356.579944916,60000000.0
173,179728.26046029106,2184.775453269674,173302.03510702902,59644784.928979404,0.0,0.0029954710076715175,3.6412924221161235e-05,0.002888367251783817,0.9940797488163234,5460.482206217945,60594817.062151134,60000000.0
174,182790.67160361662,2077.917176650512,169199.65742909236,59645931.75379064,0.0,0.00304651119339361,3.46319529441752e-05,0.002819994290484873,0.9940988625631774,0.0,60594817.062151134,60000000.0
175,177402.58275166788,1728.188043656596,153917.20244601878,59666952.02675865,0.0,0.002956709712527798,2.8803134060943267e-05,0.0025652867074336463,0.9944492004459775,5737.8179849386215,60600554.88013607,60000000.0
176,178633.3480233659,1763.7192080969328,143066.06494619904,59676536.867822334,0.0,0.002977222467056098,2.939532013494888e-05,0.002384434415769984,0.9946089477970389,0.0,60600554.88013607,60000000.0
177,190889.8824506099,1606.2228938949881,135784.50778737705,59671719.38686811,0.0,0.0031814980408434983,2.677038156491647e-05,0.0022630751297896177,0.9945286564478019,0.0,60600554.88013607,60000000.0
178,180009.51680710886,1572.3745938440613,138466.74793290696,59679951.36066614,0.0,0.0030001586134518143,2.6206243230734354e-05,0.002307779132215116,0.9946658560111024,10914.213943555951,60611469.09407963,60000000.0
179,203817.26014117556,1351.4950761094528,116959.75387759214,59677871.49090512,0.0,0.0033969543356862594,2.252491793515755e-05,0.0019493292312932023,0.9946311915150854,0.0,60611469.09407963,60000000.0
